City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
221,grand-santi,4.25,4.25,79.56,95,100,3.36,GF,1681587137
222,manokwari,-0.8667,-0.8667,78.53,74,100,3.74,ID,1681587137
223,georgetown,5.4112,5.4112,85.95,80,20,9.22,MY,1681587137
224,guerrero negro,27.9769,27.9769,65.14,53,0,13.96,MX,1681587006
225,koluszki,51.7387,51.7387,47.89,96,83,11.54,PL,1681587138
226,sampit,-2.5333,-2.5333,75.02,97,100,1.63,ID,1681587138
227,coquimbo,-29.9533,-29.9533,67.73,63,0,14.97,CL,1681587138
228,arlit,18.7369,18.7369,90.09,11,94,8.03,NE,1681587138
229,fukue,32.6881,32.6881,58.73,76,66,9.95,JP,1681587138
230,abeche,13.8292,13.8292,90.14,18,78,7.78,TD,1681587013
231,acapulco,16.8634,16.8634,85.82,58,75,12.66,MX,1681587099
232,zyryanskoye,56.8306,56.8306,12.78,92,31,2.01,RU,1681587139
233,baijiantan,45.6333,45.6333,64.38,48,100,17.49,CN,1681587139
234,corner brook,48.9667,48.9667,44.76,78,49,7.72,CA,1681587140
235,yakeshi,49.2833,49.2833,34.18,49,98,4.07,CN,1681587140
236,saint george,37.1041,37.1041,70.43,17,0,3.44,US,1681586938
237,rawson,-43.3002,-43.3002,57.04,49,11,5.5,AR,1681587059
238,vardo,70.3705,70.3705,30.18,59,3,0.0,NO,1681587141
239,asyut,27.181,27.181,75.38,20,0,8.86,EG,1681587141
240,saint-paul,-21.0096,-21.0096,77.11,94,4,1.01,RE,1681587141
241,conceicao do araguaia,-8.2578,-8.2578,87.39,68,32,2.42,BR,1681587141
242,wilmington,34.2257,34.2257,81.91,50,100,9.22,US,1681586803
243,boende,-0.2167,-0.2167,73.87,88,74,2.42,CD,1681587142
244,kahului,20.8947,20.8947,77.97,78,40,11.5,US,1681586656
245,abu samrah,35.3029,35.3029,63.75,38,60,8.68,SY,1681587142
246,san rafael,-34.6177,-34.6177,54.63,80,99,5.01,AR,1681587042
247,ostrovnoy,68.0531,68.0531,22.68,84,5,9.57,RU,1681587143
248,pedernales,18.0384,18.0384,84.43,62,85,5.3,DO,1681587143
249,pala,9.3642,9.3642,94.1,24,100,2.35,TD,1681587143
250,medicine hat,50.0501,50.0501,54.21,33,20,16.11,CA,1681586822
251,airai,-8.9266,-8.9266,60.39,93,100,0.65,TL,1681587144
252,husavik,66.0449,66.0449,37.31,82,65,4.16,IS,1681587144
253,gazli,40.1333,40.1333,67.05,23,84,15.9,UZ,1681587144
254,maldonado,-34.6667,-34.6667,61.99,56,36,10.47,UY,1681587144
255,tiksi,71.6872,71.6872,-1.5,100,100,6.06,RU,1681587144
256,damphu,27.0721,27.0721,66.18,52,94,5.61,BT,1681587145
257,krasnyy oktyabr,56.1167,56.1167,34.95,62,99,5.01,RU,1681587145
258,mehamn,71.0357,71.0357,31.91,74,7,5.75,NO,1681587145
259,gazojak,41.1875,41.1875,62.58,31,53,17.69,TM,1681587145
260,acajutla,13.5928,13.5928,88.84,58,18,9.93,SV,1681587145
261,biscarrosse,44.3945,44.3945,51.75,66,0,4.61,FR,1681587145
262,thessalon,46.2501,46.2501,49.98,75,100,6.22,CA,1681587032
263,nelson bay,-32.7167,-32.7167,68.09,79,99,11.01,AU,1681587146
264,pokrovskoye,47.4157,47.4157,41.97,83,23,9.01,RU,1681587146
265,merauke,-8.4667,-8.4667,76.46,90,100,5.01,ID,1681587146
266,peniche,39.3558,39.3558,62.29,88,46,19.91,PT,1681587024
267,port-gentil,-0.7193,-0.7193,82.36,83,40,5.75,GA,1681587146
268,arraial do cabo,-22.9661,-22.9661,78.76,78,40,12.66,BR,1681587147
269,tucuman,-26.8241,-26.8241,59.0,94,100,6.91,AR,1681587003
270,romitan,39.9343,39.9343,62.55,51,0,4.61,UZ,1681587147
271,banda aceh,5.5577,5.5577,80.11,82,100,8.41,ID,1681587147
272,severo-kurilsk,50.6789,50.6789,29.46,83,36,6.29,RU,1681587148
273,yamada,39.4667,39.4667,51.08,97,100,5.64,JP,1681587148
274,krasnyy kut,50.95,50.95,36.41,45,0,9.93,RU,1681587148
275,the valley,18.217,18.217,85.86,74,40,13.8,AI,1681587114
276,beidao,34.5686,34.5686,57.94,81,25,3.11,CN,1681587148
277,asau,46.4333,46.4333,49.28,71,75,3.98,RO,1681587127
278,iglino,54.8324,54.8324,26.69,48,5,5.64,RU,1681587149
279,katsuura,35.1333,35.1333,62.53,96,100,16.33,JP,1681587149
280,bella union,-30.2752,-30.2752,75.65,55,4,8.19,UY,1681587149
281,donskoye,45.4552,45.4552,39.33,80,100,11.36,RU,1681587149
282,karasjok,69.4719,69.4719,26.31,93,17,8.41,NO,1681587149
283,novomyshastovskaya,45.1991,45.1991,48.18,80,69,13.56,RU,1681587150
284,boyolangu,-8.1181,-8.1181,74.16,92,93,2.77,ID,1681587150
285,pimentel,-6.8367,-6.8367,84.49,61,75,11.5,PE,1681587150
286,uvarovka,55.5278,55.5278,34.75,52,100,6.22,RU,1681587150
287,narsaq,60.9167,60.9167,50.22,71,98,7.2,GL,1681587150
288,wewak,-3.5534,-3.5534,78.37,89,100,13.2,PG,1681587058
289,makakilo city,21.3469,21.3469,77.32,62,20,9.22,US,1681587151
290,waddan,29.1614,29.1614,70.77,29,100,9.28,LY,1681587151
291,berezovyy,51.6667,51.6667,24.87,87,23,1.92,RU,1681587151
292,scarborough,54.2797,54.2797,48.9,84,28,5.01,GB,1681587151
293,taclobo,12.3074,12.3074,82.54,71,20,5.7,PH,1681587151
294,ippy,6.2679,6.2679,73.13,84,79,5.26,CF,1681587152
295,port blair,11.6667,11.6667,80.51,76,98,6.15,IN,1681586938
296,pangkalanbuun,-2.6833,-2.6833,74.32,99,100,2.51,ID,1681587152
297,lagawe,16.8,16.8,71.47,94,98,1.72,PH,1681587152
298,jalu,29.0331,29.0331,70.84,34,1,17.29,LY,1681587152
299,hervey bay,-25.2986,-25.2986,72.36,76,92,7.83,AU,1681587152
300,nador,35.174,35.174,70.05,43,0,5.75,MA,1681587153
301,constitucion,-35.3333,-35.3333,61.56,63,1,14.03,CL,1681587153
302,ndele,8.4109,8.4109,80.74,53,87,4.41,CF,1681587153
303,saint-leu,-21.15,-21.15,76.06,94,2,5.7,RE,1681587153
304,natal,-5.795,-5.795,84.42,65,75,11.5,BR,1681586868
305,ahipara,-35.1667,-35.1667,64.92,77,100,17.0,NZ,1681587153
306,grand gaube,-20.0064,-20.0064,77.4,81,98,3.0,MU,1681587154
307,berlevag,70.8578,70.8578,35.4,64,7,2.3,NO,1681587154
308,horqueta,-23.3428,-23.3428,77.95,74,53,2.08,PY,1681587154
309,pevek,69.7008,69.7008,0.63,92,99,6.62,RU,1681587154
310,parauna,-16.9478,-16.9478,82.49,62,61,1.95,BR,1681587154
311,okhotsk,59.3833,59.3833,18.18,97,99,7.05,RU,1681587024
312,hualmay,-11.0964,-11.0964,78.33,75,99,8.72,PE,1681587154
313,piacabucu,-10.4056,-10.4056,81.12,70,4,8.95,BR,1681587155
314,tignere,7.3667,7.3667,75.43,53,68,2.8,CM,1681587155
315,kiunga,-6.1219,-6.1219,72.52,100,100,2.89,PG,1681587155
316,quimper,48.0,48.0,52.36,81,0,9.22,FR,1681586998
317,necochea,-38.5473,-38.5473,57.7,52,99,4.72,AR,1681587155
318,sompeta,18.9333,18.9333,84.92,67,100,10.76,IN,1681587155
319,rio gallegos,-51.6226,-51.6226,53.65,37,75,21.85,AR,1681587155
320,shizunai,42.3339,42.3339,42.39,85,100,10.56,JP,1681587156
321,moree,-29.4667,-29.4667,66.94,70,100,17.98,AU,1681587156
322,bonthe,7.5264,7.5264,82.15,82,55,8.66,SL,1681587156
323,ghanzi,-21.5667,-21.5667,73.27,27,27,8.12,BW,1681587156
324,itarema,-2.9248,-2.9248,79.99,87,99,8.99,BR,1681587156
325,amazar,53.858,53.858,19.89,96,27,2.95,RU,1681587157
326,muzhi,65.3667,65.3667,5.45,88,5,7.25,RU,1681587157
327,aksarka,66.5606,66.5606,-6.65,100,31,4.99,RU,1681587157
328,yerofey pavlovich,53.9667,53.9667,23.94,95,69,3.69,RU,1681587157
329,port stanley,-51.7,-51.7,44.89,77,56,4.36,FK,1681587157
330,nova olimpia,-14.7972,-14.7972,82.92,84,98,1.9,BR,1681587157
331,bani walid,31.7566,31.7566,60.62,43,6,11.79,LY,1681587157
332,twin falls,42.3505,42.3505,53.94,24,0,4.61,US,1681587139
333,gurupa,-1.405,-1.405,82.71,84,35,4.0,BR,1681587158
334,antalaha,-14.9003,-14.9003,75.13,90,22,5.5,MG,1681587158
335,isangel,-19.55,-19.55,80.17,83,100,15.23,VU,1681587158
336,ilulissat,69.2167,69.2167,32.02,69,20,4.61,GL,1681587159
337,zwedru,6.0667,6.0667,75.85,85,100,5.06,LR,1681587159
338,gizo,-8.103,-8.103,82.54,66,55,11.3,SB,1681587159
339,caravelas,-17.7125,-17.7125,79.84,76,7,7.49,BR,1681587159
340,sain alto,23.5833,23.5833,75.52,14,6,17.02,MX,1681587159
341,ambulu,-8.345,-8.345,75.29,91,61,2.8,ID,1681587159
342,chapais,49.7834,49.7834,58.78,78,59,5.17,CA,1681587106
343,seddon,-37.8068,-37.8068,56.75,93,75,5.75,AU,1681587160
344,koumac,-20.5667,-20.5667,76.3,84,100,9.44,NC,1681587160
345,romans-sur-isere,45.0464,45.0464,49.93,86,100,13.22,FR,1681587034
346,los llanos de aridane,28.6585,28.6585,64.15,80,40,10.36,ES,1681587160
347,kita,13.0349,13.0349,94.24,11,0,4.63,ML,1681587160
348,yeppoon,-23.1333,-23.1333,60.58,70,59,3.83,AU,1681587160
349,college,64.8569,64.8569,29.8,56,20,5.75,US,1681587161
350,vrangel,42.7297,42.7297,37.83,87,100,5.64,RU,1681587161
351,banisilan,7.4908,7.4908,72.91,89,47,3.11,PH,1681587161
352,xiongzhou,25.1167,25.1167,65.79,93,0,2.75,CN,1681587161
353,sorland,67.667,67.667,44.46,86,100,8.23,NO,1681587161
354,waterfoot,53.6929,53.6929,51.51,77,100,2.75,GB,1681587161
355,shipunovo,52.1582,52.1582,22.44,93,100,9.1,RU,1681587162
356,nemuro,43.3236,43.3236,36.57,97,100,23.31,JP,1681587162
357,villa carlos paz,-31.4241,-31.4241,65.39,41,100,3.0,AR,1681587162
358,penzance,50.1186,50.1186,52.77,76,100,8.1,GB,1681587162
359,port hardy,50.6996,50.6996,44.78,93,100,8.05,CA,1681587090
360,adiake,5.2863,5.2863,80.11,84,65,5.64,CI,1681587162
361,weston,26.1004,26.1004,91.99,61,0,11.5,US,1681586863
362,jega,12.2175,12.2175,91.69,15,100,4.07,NG,1681587163
363,sur,22.5667,22.5667,84.83,57,2,2.71,OM,1681587163
364,tahta,26.7693,26.7693,77.07,18,0,6.82,EG,1681587163
365,shira,54.4911,54.4911,18.95,57,100,4.32,RU,1681587163
366,vizinga,61.0749,61.0749,27.97,92,96,5.55,RU,1681587163
367,bukachacha,52.9833,52.9833,23.07,75,89,3.71,RU,1681587164
368,qaqortoq,60.7167,60.7167,39.11,68,100,6.85,GL,1681587164
369,kiama,-34.6833,-34.6833,67.57,70,100,5.99,AU,1681587111
370,watsa,3.0372,3.0372,65.17,98,80,2.77,CD,1681587164
371,aksu,41.1231,41.1231,66.6,17,14,1.86,CN,1681587164
372,salalah,17.0151,17.0151,82.02,68,0,3.71,OM,1681587097
373,siniscola,40.5719,40.5719,58.55,56,1,15.08,IT,1681587165
374,marmande,44.5,44.5,53.91,79,40,8.84,FR,1681587165
375,tombouctou,20.0,20.0,84.99,7,0,10.8,ML,1681587165
376,gucheng,35.9115,35.9115,60.75,22,58,1.72,CN,1681587165
377,tilichiki,60.4667,60.4667,8.29,94,89,8.32,RU,1681587165
378,muros,42.7762,42.7762,64.17,86,0,8.21,ES,1681587165
379,tortoli,39.9256,39.9256,57.02,51,75,16.11,IT,1681587166
380,aswan,24.0934,24.0934,83.5,16,0,9.22,EG,1681587166
381,hay river,60.8156,60.8156,48.18,46,20,9.22,CA,1681587166
382,shingu,33.7333,33.7333,57.52,87,87,6.33,JP,1681587145
383,meulaboh,4.1363,4.1363,75.85,91,91,3.6,ID,1681587166
384,bodaybo,57.8506,57.8506,21.88,96,100,2.82,RU,1681587166
385,westport,41.1415,41.1415,73.42,72,38,8.05,US,1681587032
386,capitan bado,-23.2667,-23.2667,75.11,80,85,2.86,PY,1681587166
387,darnah,32.767,32.767,60.19,70,100,12.93,LY,1681587167
388,hue,16.4667,16.4667,77.11,94,75,4.61,VN,1681587167
389,jaciara,-15.9653,-15.9653,82.69,75,78,3.2,BR,1681587167
390,maningrida,-12.0667,-12.0667,75.69,94,90,6.17,AU,1681587167
391,shubarkuduk,49.1447,49.1447,25.27,94,100,25.21,KZ,1681587167
392,nioro,13.35,13.35,87.51,42,47,15.79,GM,1681587167
393,bengkulu,-3.8004,-3.8004,75.6,91,100,4.72,ID,1681587168
394,gombe,10.2897,10.2897,93.02,18,97,4.85,NG,1681587168
395,salmas,38.1973,38.1973,50.54,57,56,1.95,IR,1681587168
396,nha trang,12.25,12.25,82.4,90,100,1.77,VN,1681587168
397,timbiqui,2.7717,2.7717,80.06,89,100,5.77,CO,1681587168
398,yichang,30.7144,30.7144,65.84,68,2,5.61,CN,1681587168
399,ojinaga,29.5667,29.5667,84.58,21,0,11.5,MX,1681587169
400,milagres,-7.3133,-7.3133,90.37,52,100,2.86,BR,1681587169
401,say,13.1007,13.1007,92.77,16,100,3.49,NE,1681587169
402,vatne,62.5667,62.5667,46.44,70,100,3.8,NO,1681587169
403,kruisfontein,-34.0033,-34.0033,53.11,71,7,3.24,ZA,1681587169
404,isla vista,34.4133,34.4133,69.98,69,0,6.91,US,1681587170
405,port lincoln,-34.7333,-34.7333,57.92,55,100,14.5,AU,1681587170
406,rocha,-34.4833,-34.4833,60.93,58,12,9.55,UY,1681587037
407,espanola,35.9911,35.9911,61.72,13,0,18.25,US,1681587170
408,sept-iles,50.2001,50.2001,39.06,55,100,10.36,CA,1681587148
409,morozovsk,48.3539,48.3539,40.48,63,100,8.61,RU,1681587171
410,huangchuan,32.1272,32.1272,63.09,68,0,5.44,CN,1681587171
411,kamenka,51.3223,51.3223,35.47,59,74,6.87,RU,1681587171
412,esperance,-33.8667,-33.8667,62.64,77,100,18.1,AU,1681587171
413,antofagasta,-23.65,-23.65,67.28,75,17,10.78,CL,1681587171
414,shubarshi,48.5872,48.5872,27.5,95,100,25.55,KZ,1681587171
415,iracoubo,5.4802,5.4802,79.41,83,100,10.6,GF,1681587171
416,idlib,35.9306,35.9306,58.51,48,96,3.49,SY,1681587172
417,mezen,65.8522,65.8522,15.6,99,32,3.18,RU,1681587172
418,liepaja,56.5419,56.5419,51.78,50,0,6.91,LV,1681587172
419,jhalida,23.3667,23.3667,86.13,17,63,3.53,IN,1681587172
420,germantown,39.1732,39.1732,77.63,69,75,4.61,US,1681586617
421,namatanai,-3.6667,-3.6667,79.09,80,100,6.98,PG,1681587172
